cohort,gi_desc_bin_1,so_desc_bin_1,sss,sss_desc,sss_desc_bin,fsc,fsc_desc,fsc_desc_bin,fg_surv,id,card_id,arb_id,uo_email_address,campus_email
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9617,9617,9817,9617@coolcats.edu,9617@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,21650,21650,21850,21650@coolcats.edu,21650@coolcats.edu
1617,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,43640,43640,43840,43640@coolcats.edu,43640@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8138,8138,8338,8138@coolcats.edu,8138@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2731,2731,2931,2731@coolcats.edu,2731@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,18928,18928,19128,18928@coolcats.edu,18928@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,15085,15085,15285,15085@coolcats.edu,15085@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1625,1625,1825,1625@coolcats.edu,1625@coolcats.edu
2122,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18231,18231,18431,18231@coolcats.edu,18231@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5463,5463,5663,5463@coolcats.edu,5463@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12111,12111,12311,12111@coolcats.edu,12111@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17077,17077,17277,17077@coolcats.edu,17077@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15451,15451,15651,15451@coolcats.edu,15451@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2286,2286,2486,2286@coolcats.edu,2286@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,20587,20587,20787,20587@coolcats.edu,20587@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17050,17050,17250,17050@coolcats.edu,17050@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13780,13780,13980,13780@coolcats.edu,13780@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,21158,21158,21358,21158@coolcats.edu,21158@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3011,3011,3211,3011@coolcats.edu,3011@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,1,Working Class,NA,First-Generation,10625,10625,10825,10625@coolcats.edu,10625@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,12393,12393,12593,12393@coolcats.edu,12393@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2267,2267,2467,2267@coolcats.edu,2267@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1771,1771,1971,1771@coolcats.edu,1771@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2201,2201,2401,2201@coolcats.edu,2201@coolcats.edu
1920,NA,NA,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,20599,20599,20799,20599@coolcats.edu,20599@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,39465,39465,39665,39465@coolcats.edu,39465@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,22219,22219,22419,22219@coolcats.edu,22219@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21011,21011,21211,21011@coolcats.edu,21011@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,12009,12009,12209,12009@coolcats.edu,12009@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4937,4937,5137,4937@coolcats.edu,4937@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4169,4169,4369,4169@coolcats.edu,4169@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,Continuing-Generation,40793,40793,40993,40793@coolcats.edu,40793@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7727,7727,7927,7727@coolcats.edu,7727@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6079,6079,6279,6079@coolcats.edu,6079@coolcats.edu
2223,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17220,17220,17420,17220@coolcats.edu,17220@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,First-Generation,40538,40538,40738,40538@coolcats.edu,40538@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,1,Working Class,Upper,Continuing-Generation,12981,12981,13181,12981@coolcats.edu,12981@coolcats.edu
1819,Woman,LGBQ+,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,33222,33222,33422,33222@coolcats.edu,33222@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,18601,18601,18801,18601@coolcats.edu,18601@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,31548,31548,31748,31548@coolcats.edu,31548@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2022,2022,2222,2022@coolcats.edu,2022@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,28335,28335,28535,28335@coolcats.edu,28335@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12768,12768,12968,12768@coolcats.edu,12768@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1903,1903,2103,1903@coolcats.edu,1903@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6124,6124,6324,6124@coolcats.edu,6124@coolcats.edu
1920,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,20791,20791,20991,20791@coolcats.edu,20791@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20494,20494,20694,20494@coolcats.edu,20494@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10996,10996,11196,10996@coolcats.edu,10996@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12053,12053,12253,12053@coolcats.edu,12053@coolcats.edu
2021,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,19159,19159,19359,19159@coolcats.edu,19159@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21089,21089,21289,21089@coolcats.edu,21089@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1203,1203,1403,1203@coolcats.edu,1203@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,13373,13373,13573,13373@coolcats.edu,13373@coolcats.edu
NA,NA,Straight or Heterosexual,3,3rd Rung,Lower,NA,NA,Upper,Continuing-Generation,10108,10108,10308,10108@coolcats.edu,10108@coolcats.edu
1920,NA,NA,5,5th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,20192,20192,20392,20192@coolcats.edu,20192@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6311,6311,6511,6311@coolcats.edu,6311@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13930,13930,14130,13930@coolcats.edu,13930@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11339,11339,11539,11339@coolcats.edu,11339@coolcats.edu
1819,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,34288,34288,34488,34288@coolcats.edu,34288@coolcats.edu
1920,NA,NA,10,Top Rung,Upper,NA,NA,Middle,NA,20727,20727,20927,20727@coolcats.edu,20727@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6655,6655,6855,6655@coolcats.edu,6655@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4128,4128,4328,4128@coolcats.edu,4128@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4218,4218,4418,4218@coolcats.edu,4218@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8500,8500,8700,8500@coolcats.edu,8500@coolcats.edu
1819,Woman,LGBQ+,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,32660,32660,32860,32660@coolcats.edu,32660@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10305,10305,10505,10305@coolcats.edu,10305@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15857,15857,16057,15857@coolcats.edu,15857@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11360,11360,11560,11360@coolcats.edu,11360@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5784,5784,5984,5784@coolcats.edu,5784@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,1,Working Class,NA,First-Generation,14683,14683,14883,14683@coolcats.edu,14683@coolcats.edu
1819,Woman,NA,7,7th Rung,Middle,5,Upper Class,NA,Continuing-Generation,31560,31560,31760,31560@coolcats.edu,31560@coolcats.edu
1920,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,21248,21248,21448,21248@coolcats.edu,21248@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,23933,23933,24133,23933@coolcats.edu,23933@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4769,4769,4969,4769@coolcats.edu,4769@coolcats.edu
NA,Man,Straight or Heterosexual,4,4th Rung,Lower,NA,NA,Upper,Continuing-Generation,2920,2920,3120,2920@coolcats.edu,2920@coolcats.edu
2223,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,16440,16440,16640,16440@coolcats.edu,16440@coolcats.edu
1920,Woman,NA,8,8th Rung,Upper,NA,NA,Lower,NA,26122,26122,26322,26122@coolcats.edu,26122@coolcats.edu
2021,NA,NA,NA,NA,NA,NA,NA,Middle,NA,19414,19414,19614,19414@coolcats.edu,19414@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11907,11907,12107,11907@coolcats.edu,11907@coolcats.edu
NA,NA,Straight or Heterosexual,3,3rd Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,9717,9717,9917,9717@coolcats.edu,9717@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5403,5403,5603,5403@coolcats.edu,5403@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,NA,NA,Upper,Continuing-Generation,5094,5094,5294,5094@coolcats.edu,5094@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15634,15634,15834,15634@coolcats.edu,15634@coolcats.edu
1718,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,Continuing-Generation,42878,42878,43078,42878@coolcats.edu,42878@coolcats.edu
1819,Woman,LGBQ+,10,Top Rung,Upper,NA,NA,Lower,NA,35355,35355,35555,35355@coolcats.edu,35355@coolcats.edu
1819,Woman,LGBQ+,9,9th Rung,Upper,NA,NA,Lower,NA,32567,32567,32767,32567@coolcats.edu,32567@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12659,12659,12859,12659@coolcats.edu,12659@coolcats.edu
1718,Woman,LGBQ+,NA,NA,NA,4,Upper-Middle Class,NA,Continuing-Generation,42146,42146,42346,42146@coolcats.edu,42146@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,34947,34947,35147,34947@coolcats.edu,34947@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,25415,25415,25615,25415@coolcats.edu,25415@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10892,10892,11092,10892@coolcats.edu,10892@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5082,5082,5282,5082@coolcats.edu,5082@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13271,13271,13471,13271@coolcats.edu,13271@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6396,6396,6596,6396@coolcats.edu,6396@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,14510,14510,14710,14510@coolcats.edu,14510@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2863,2863,3063,2863@coolcats.edu,2863@coolcats.edu
1819,Woman,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,27644,27644,27844,27644@coolcats.edu,27644@coolcats.edu
2223,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,17305,17305,17505,17305@coolcats.edu,17305@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3615,3615,3815,3615@coolcats.edu,3615@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13080,13080,13280,13080@coolcats.edu,13080@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3769,3769,3969,3769@coolcats.edu,3769@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,31361,31361,31561,31361@coolcats.edu,31361@coolcats.edu
2223,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,16659,16659,16859,16659@coolcats.edu,16659@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,12612,12612,12812,12612@coolcats.edu,12612@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5464,5464,5664,5464@coolcats.edu,5464@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9912,9912,10112,9912@coolcats.edu,9912@coolcats.edu
2122,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,18131,18131,18331,18131@coolcats.edu,18131@coolcats.edu
2122,NA,NA,5,5th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18064,18064,18264,18064@coolcats.edu,18064@coolcats.edu
1819,Woman,NA,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,29961,29961,30161,29961@coolcats.edu,29961@coolcats.edu
NA,Man,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,3887,3887,4087,3887@coolcats.edu,3887@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,NA,NA,NA,NA,37442,37442,37642,37442@coolcats.edu,37442@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10317,10317,10517,10317@coolcats.edu,10317@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,4,Upper-Middle Class,NA,First-Generation,11971,11971,12171,11971@coolcats.edu,11971@coolcats.edu
1920,Woman,NA,9,9th Rung,Upper,NA,NA,Lower,NA,26028,26028,26228,26028@coolcats.edu,26028@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13821,13821,14021,13821@coolcats.edu,13821@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3799,3799,3999,3799@coolcats.edu,3799@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4080,4080,4280,4080@coolcats.edu,4080@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,3,Middle Class,NA,Continuing-Generation,25467,25467,25667,25467@coolcats.edu,25467@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,13235,13235,13435,13235@coolcats.edu,13235@coolcats.edu
2021,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,19139,19139,19339,19139@coolcats.edu,19139@coolcats.edu
1819,Woman,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,27626,27626,27826,27626@coolcats.edu,27626@coolcats.edu
1920,Woman,NA,10,Top Rung,Upper,NA,NA,Lower,NA,23697,23697,23897,23697@coolcats.edu,23697@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,22308,22308,22508,22308@coolcats.edu,22308@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,7973,7973,8173,7973@coolcats.edu,7973@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15310,15310,15510,15310@coolcats.edu,15310@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10329,10329,10529,10329@coolcats.edu,10329@coolcats.edu
1920,Woman,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,23628,23628,23828,23628@coolcats.edu,23628@coolcats.edu
1819,Woman,NA,10,Top Rung,Upper,NA,NA,Lower,NA,28619,28619,28819,28619@coolcats.edu,28619@coolcats.edu
2223,NA,NA,7,7th Rung,Middle,3,Middle Class,Upper,Continuing-Generation,16293,16293,16493,16293@coolcats.edu,16293@coolcats.edu
1617,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,Continuing-Generation,44174,44174,44374,44174@coolcats.edu,44174@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3413,3413,3613,3413@coolcats.edu,3413@coolcats.edu
1819,Woman,LGBQ+,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,38604,38604,38804,38604@coolcats.edu,38604@coolcats.edu
2021,NA,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,19753,19753,19953,19753@coolcats.edu,19753@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,First-Generation,6436,6436,6636,6436@coolcats.edu,6436@coolcats.edu
1920,Woman,NA,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,24943,24943,25143,24943@coolcats.edu,24943@coolcats.edu
1920,NA,NA,NA,NA,NA,3,Middle Class,NA,First-Generation,21628,21628,21828,21628@coolcats.edu,21628@coolcats.edu
1920,NA,NA,6,6th Rung,Middle,1,Working Class,NA,Continuing-Generation,21611,21611,21811,21611@coolcats.edu,21611@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,21354,21354,21554,21354@coolcats.edu,21354@coolcats.edu
1920,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,24858,24858,25058,24858@coolcats.edu,24858@coolcats.edu
NA,NA,NA,3,3rd Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,11412,11412,11612,11412@coolcats.edu,11412@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,4068,4068,4268,4068@coolcats.edu,4068@coolcats.edu
1920,NA,NA,8,8th Rung,Upper,NA,NA,Middle,NA,20425,20425,20625,20425@coolcats.edu,20425@coolcats.edu
1920,Nonbinary,NA,8,8th Rung,Upper,NA,NA,Middle,NA,21946,21946,22146,21946@coolcats.edu,21946@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8720,8720,8920,8720@coolcats.edu,8720@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14855,14855,15055,14855@coolcats.edu,14855@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9145,9145,9345,9145@coolcats.edu,9145@coolcats.edu
2223,NA,NA,NA,NA,NA,1,Working Class,NA,First-Generation,17312,17312,17512,17312@coolcats.edu,17312@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8486,8486,8686,8486@coolcats.edu,8486@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10088,10088,10288,10088@coolcats.edu,10088@coolcats.edu
1920,NA,NA,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,20024,20024,20224,20024@coolcats.edu,20024@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,First-Generation,4837,4837,5037,4837@coolcats.edu,4837@coolcats.edu
2122,NA,NA,5,5th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18293,18293,18493,18293@coolcats.edu,18293@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5731,5731,5931,5731@coolcats.edu,5731@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15646,15646,15846,15646@coolcats.edu,15646@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5849,5849,6049,5849@coolcats.edu,5849@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,15003,15003,15203,15003@coolcats.edu,15003@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13296,13296,13496,13296@coolcats.edu,13296@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10220,10220,10420,10220@coolcats.edu,10220@coolcats.edu
1920,Woman,NA,5,5th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,25355,25355,25555,25355@coolcats.edu,25355@coolcats.edu
2122,NA,NA,NA,NA,NA,NA,NA,Middle,NA,17637,17637,17837,17637@coolcats.edu,17637@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6851,6851,7051,6851@coolcats.edu,6851@coolcats.edu
NA,NA,Straight or Heterosexual,7,7th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,12704,12704,12904,12704@coolcats.edu,12704@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1329,1329,1529,1329@coolcats.edu,1329@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,8577,8577,8777,8577@coolcats.edu,8577@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1162,1162,1362,1162@coolcats.edu,1162@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4845,4845,5045,4845@coolcats.edu,4845@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3381,3381,3581,3381@coolcats.edu,3381@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,2261,2261,2461,2261@coolcats.edu,2261@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,11091,11091,11291,11091@coolcats.edu,11091@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13891,13891,14091,13891@coolcats.edu,13891@coolcats.edu
NA,Man,Straight or Heterosexual,4,4th Rung,Lower,3,Middle Class,Upper,Continuing-Generation,1484,1484,1684,1484@coolcats.edu,1484@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7253,7253,7453,7253@coolcats.edu,7253@coolcats.edu
1819,Woman,LGBQ+,7,7th Rung,Middle,3,Middle Class,NA,Continuing-Generation,34765,34765,34965,34765@coolcats.edu,34765@coolcats.edu
1920,Woman,NA,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,23715,23715,23915,23715@coolcats.edu,23715@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,9182,9182,9382,9182@coolcats.edu,9182@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15456,15456,15656,15456@coolcats.edu,15456@coolcats.edu
1819,Woman,LGBQ+,8,8th Rung,Upper,NA,NA,Lower,NA,36598,36598,36798,36598@coolcats.edu,36598@coolcats.edu
NA,NA,Straight or Heterosexual,6,6th Rung,Middle,2,Lower-Middle Class,Upper,Continuing-Generation,13376,13376,13576,13376@coolcats.edu,13376@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6243,6243,6443,6243@coolcats.edu,6243@coolcats.edu
2021,NA,NA,6,6th Rung,Middle,4,Upper-Middle Class,Upper,Continuing-Generation,18591,18591,18791,18591@coolcats.edu,18591@coolcats.edu
NA,NA,Straight or Heterosexual,3,3rd Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,12033,12033,12233,12033@coolcats.edu,12033@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,15180,15180,15380,15180@coolcats.edu,15180@coolcats.edu
1819,Woman,LGBQ+,NA,NA,NA,2,Lower-Middle Class,NA,First-Generation,37809,37809,38009,37809@coolcats.edu,37809@coolcats.edu
1819,Woman,NA,7,7th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,27501,27501,27701,27501@coolcats.edu,27501@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,7500,7700,7500@coolcats.edu,7500@coolcats.edu
1819,Woman,LGBQ+,6,6th Rung,Middle,5,Upper Class,NA,Continuing-Generation,34402,34402,34602,34402@coolcats.edu,34402@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3273,3273,3473,3273@coolcats.edu,3273@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,14111,14111,14311,14111@coolcats.edu,14111@coolcats.edu
NA,NA,Straight or Heterosexual,NA,NA,NA,NA,NA,NA,NA,10557,10557,10757,10557@coolcats.edu,10557@coolcats.edu
1617,Woman,LGBQ+,NA,NA,NA,3,Middle Class,NA,Continuing-Generation,45466,45466,45666,45466@coolcats.edu,45466@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6412,6412,6612,6412@coolcats.edu,6412@coolcats.edu
1819,Woman,NA,6,6th Rung,Middle,4,Upper-Middle Class,NA,Continuing-Generation,28037,28037,28237,28037@coolcats.edu,28037@coolcats.edu
NA,NA,Straight or Heterosexual,4,4th Rung,Lower,2,Lower-Middle Class,Upper,Continuing-Generation,11655,11655,11855,11655@coolcats.edu,11655@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7127,7127,7327,7127@coolcats.edu,7127@coolcats.edu
NA,NA,NA,4,4th Rung,Lower,4,Upper-Middle Class,Upper,Continuing-Generation,9733,9733,9933,9733@coolcats.edu,9733@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,1880,1880,2080,1880@coolcats.edu,1880@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5924,5924,6124,5924@coolcats.edu,5924@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6807,6807,7007,6807@coolcats.edu,6807@coolcats.edu
NA,Man,NA,NA,NA,NA,NA,NA,NA,NA,3341,3341,3541,3341@coolcats.edu,3341@coolcats.edu
1920,NA,NA,9,9th Rung,Upper,NA,NA,Middle,NA,20742,20742,20942,20742@coolcats.edu,20742@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4989,4989,5189,4989@coolcats.edu,4989@coolcats.edu
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7672,7672,7872,7672@coolcats.edu,7672@coolcats.edu
